name,datetime,tempmax,tempmin,temp,humidity,precip,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,conditions,description,icon
MINNESOTA,11/18/93,44,27.9,36.2,84.6,0,0,,,0.4,,20.3,165,1012.8,73.6,8.5,,,,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,11/19/93,38.9,24.1,31.1,57.2,0,0,,,,,31.1,304,1012.6,41.3,14.1,,,,0.19,Partially cloudy,Clearing in the afternoon.,wind
MINNESOTA,11/20/93,43.1,23.2,32.9,58.6,0,0,,,,,16.6,216.5,1012.8,98,13.9,,,,0.25,Overcast,Cloudy skies throughout the day.,cloudy
MINNESOTA,11/21/93,50.1,34.1,40.7,63.6,0,0,,,,,13.9,252.9,1008.5,78.3,12.7,,,,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,11/22/93,34.1,26,30.9,76.4,0,0,,,,,16.1,47,1022,74.6,13.1,,,,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,11/23/93,34.1,30,31.2,85,0,0,,,,,17.2,51.5,1020.4,100,7.6,,,,0.32,Overcast,Cloudy skies throughout the day.,cloudy
MINNESOTA,11/24/93,34.2,27,31.4,62.8,0.012,4.17,"rain,snow",,,,21.3,64.2,1026.6,100,11.4,,,,0.35,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,rain
MINNESOTA,11/25/93,32.1,21.8,28.6,89.8,0.107,45.83,"rain,snow",,3.2,,15,106.8,1023,100,3.8,,,,0.39,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,rain
MINNESOTA,11/26/93,20.9,3.8,12,82.5,0.012,4.17,snow,,2.6,,12.5,214.5,1017.1,69.2,10.2,,,,0.42,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow
MINNESOTA,11/27/93,18,5.8,14.2,86.8,0.004,16.67,snow,,3.9,,12.5,145.2,1012.4,99.4,5.6,,,,0.45,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow
MINNESOTA,11/28/93,21.6,15,18.2,82.3,0,0,,,3.9,,20.8,270,1012.9,97.8,7.6,,,,0.48,Overcast,Cloudy skies throughout the day.,cloudy
MINNESOTA,11/29/93,24.1,12.7,17.9,79.7,0,0,,,3.9,,15.9,318.6,1025.4,51.2,8.7,,,,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,11/30/93,29,11.1,20.1,85.7,0,0,,,3.9,,19.6,146.7,1028.5,49.5,6.5,,,,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,12/1/93,35,26,30.6,90.4,0.002,8.33,"rain,snow",,3.5,,18.3,150.7,1019.3,100,5.2,,,,0.59,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain
MINNESOTA,12/2/93,35.7,26.3,32.2,83.4,0,0,,,2.6,,16.7,258.7,1018.1,89.4,7.5,,,,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,12/3/93,29.9,21.8,26.9,89.7,0,0,,,2,,10.2,142.3,1022.5,91.6,6.2,,,,0.66,Overcast,Cloudy skies throughout the day.,cloudy
MINNESOTA,12/4/93,34.1,29.2,31.5,90.1,0,0,,,2,,9.5,176,1014.1,100,4.1,,,,0.69,Overcast,Cloudy skies throughout the day.,cloudy
MINNESOTA,12/5/93,33.1,29.9,31.5,94.1,0.001,4.17,"rain,snow",,2,,17.1,154.3,1007,100,4.4,,,,0.73,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,rain
MINNESOTA,12/6/93,32.2,16.1,23.2,78,0.005,16.67,"rain,snow",,2,,24,302.6,1018.7,52.2,15.7,,,,0.75,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain
MINNESOTA,12/7/93,28.1,17,23.1,81.3,0,0,,,2,,12.6,126.1,1017.9,100,10.8,,,,0.8,Overcast,Cloudy skies throughout the day.,cloudy
MINNESOTA,12/8/93,30.9,20.9,25.6,86.3,0,0,,,2,,12.8,183.6,1014.5,66.5,8,,,,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,12/9/93,39.8,26.1,32.5,85.9,0,0,,,1.8,,8.4,173.1,1005.2,70.9,10.6,,,,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,12/10/93,34.1,11,25,70.8,0,0,,,1.2,,22.8,322.8,1018.6,37.2,13.6,,,,0.91,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
MINNESOTA,12/11/93,29.9,7.1,17.6,74.2,0,0,,,1.2,,17.1,154.1,1025.3,35.3,12.5,,,,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,12/12/93,42,26,34.2,66.9,0,0,,,1,,21.5,155.7,1002.8,69.8,13.4,,,,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,12/13/93,39.1,30.8,34.6,81.4,0.006,20.83,"rain,snow",,,,15,175.4,1007,91.3,8.3,,,,0,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,rain
MINNESOTA,12/14/93,37.1,32.2,35,97,0.007,20.83,"rain,snow",,,,18.2,351,1016.4,99.6,4.8,,,,0.04,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain
MINNESOTA,12/15/93,44,30.9,36.5,80.3,0,0,,,,,13.9,28.2,1020.6,39.3,14.1,,,,0.08,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
MINNESOTA,12/16/93,38.9,29.2,32.5,87.8,0,0,,,,,10.3,98.7,1023.3,90.6,8.5,,,,0.11,Overcast,Cloudy skies throughout the day.,cloudy
MINNESOTA,12/17/93,34.1,30.9,32.7,97.3,0.02,37.5,"rain,snow",,1.2,,9.2,136.3,1018.2,100,3.8,,,,0.14,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain
MINNESOTA,12/18/93,33.2,30,32.3,92.4,0.001,4.17,"rain,snow",,,,11.3,269.5,1016.1,100,5.5,,,,0.17,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,rain
MINNESOTA,12/19/93,30.9,24.1,28.9,90.6,0,0,,,,,13.6,250.7,1013.1,100,6.8,,,,0.2,Overcast,Cloudy skies throughout the day.,cloudy
MINNESOTA,12/20/93,26,9.9,20.3,84.6,0.002,8.33,snow,,1,,19.4,292.7,1011.5,85,8.6,,,,0.25,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow
MINNESOTA,12/21/93,21.9,9.9,16.3,88.7,0.026,29.17,snow,,1.6,,7.1,158.4,1011.9,97.3,6.5,,,,0.27,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow
MINNESOTA,12/22/93,21.6,8.9,14.4,84.5,0.002,8.33,snow,,2,,10.4,290.1,1017.5,89.8,7.7,,,,0.3,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow
MINNESOTA,12/23/93,11,2.1,7.5,77.8,0.055,4.17,snow,,2,,17.1,292,1023.6,88.7,10.7,,,,0.33,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow
MINNESOTA,12/24/93,11,-1.1,5.2,80,0,0,,,2,,17.2,191.9,1015,81,9.4,,,,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,12/25/93,8.9,-3.8,0.2,58.9,0,0,,,2,,23.8,306.3,1018.4,56,14.2,,,,0.4,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
MINNESOTA,12/26/93,0,-11,-4.5,50,0,0,,,2,,10.3,33.2,1022.5,82.3,14,,,,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,12/27/93,2.1,-9.1,-3.2,54.1,0,0,,,2,,12.8,319.2,1035.8,20.8,15,,,,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,12/28/93,16.2,-14.9,-1.3,63.8,0,0,,,2,,16.1,193.5,1030.9,45.1,11.7,,,,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
MINNESOTA,12/29/93,20.2,-2.1,7.4,63.6,0,0,,,2,,26.2,301.6,1025,32.5,14.6,,,,0.53,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
MINNESOTA,12/30/93,29,-5,12.9,83.4,0.001,4.17,snow,,2,,11.7,216.6,1018.2,79.6,9.4,,,,0.56,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow
MINNESOTA,12/31/93,31,25.1,28.6,84.2,0,0,,,2,,13.6,143.3,1012.1,98.8,11.5,,,,0.6,Overcast,Cloudy skies throughout the day.,cloudy
MINNESOTA,1/1/94,30.9,9.9,20.7,71.1,0,0,,,2,,19.7,346.6,1015,92.2,12.1,,,,0.64,Overcast,Cloudy skies throughout the day.,cloudy
MINNESOTA,1/2/94,14.2,2.2,10.4,76.8,0.019,33.33,snow,,2,,12.8,38.8,1023.9,72.5,7.6,,,,0.67,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow
MINNESOTA,1/3/94,14.8,-2.8,6.5,81.4,0,0,,,2,,6.9,15.4,1020.6,65.4,10.1,,,,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,1/4/94,16.1,1,10.6,76.8,0,0,,,2,,17.3,314.1,1022.7,90.8,10,,,,0.75,Overcast,Cloudy skies throughout the day.,cloudy
MINNESOTA,1/5/94,7.1,-2.8,2.8,74,0.015,45.83,snow,,2.7,,13.9,93.8,1019,96.5,6.5,,,,0.78,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow
MINNESOTA,1/6/94,16,-7,8.4,81.2,0.002,8.33,snow,,5.9,,17.2,295.5,1015.8,99.1,6.4,,,,0.81,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow
MINNESOTA,1/7/94,1.9,-13.8,-7.6,68.1,0,0,,,4.4,,16,264.4,1022.2,70.5,7.9,,,,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,1/8/94,9.3,-12.8,-2.6,74.1,0,0,,,5.9,,8.1,249.7,1027.5,71.2,8.1,,,,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,1/9/94,16.1,-10.7,1.7,81,0.001,4.17,snow,,5.5,,16.1,140.8,1030.8,89.2,6.8,,,,0.92,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow
MINNESOTA,1/10/94,30.8,8.9,21.1,81.1,0,0,,,5.1,,17.4,232.2,1022.1,82.1,8.6,,,,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,1/11/94,11.2,-4.8,3.6,70,0,0,,,5.1,,12.8,35.5,1030.9,66.5,10.8,,,,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,1/12/94,20,3.9,13.7,75.1,0,0,,,5.1,,17.1,292.2,1020.3,86.8,8.7,,,,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,1/13/94,4,-11,-1.9,64.1,0.004,16.67,snow,,5.1,,19.4,328.1,1023.7,62.2,12.1,,,,0.06,"Snow, Partially cloudy",Clearing in the afternoon with snow clearing later.,snow
MINNESOTA,1/14/94,-10.1,-18.1,-14.4,60.1,0,0,,,5.1,,18.3,311.1,1026.6,25.3,12.3,,,,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,1/15/94,-11,-25,-18.7,56.7,0,0,,,5.1,,16.1,300.3,1035,7.7,13.8,,,,0.12,Clear,Clear conditions throughout the day.,clear-day
MINNESOTA,1/16/94,-2,-15.9,-8,70.8,0.044,41.67,snow,,8.4,,15,128.1,1022.6,88.5,5.5,,,,0.15,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow
MINNESOTA,1/17/94,-8.1,-23,-13.9,60.5,0.013,12.5,snow,,9.7,,25,294.5,1026.5,38.3,12.1,,,,0.19,"Snow, Partially cloudy",Becoming cloudy in the afternoon with early morning snow.,snow
MINNESOTA,1/18/94,-16,-26.2,-22.3,60.6,0,0,,,9.8,,15.9,289.4,1034.5,10,11.4,,,,0.22,Clear,Clear conditions throughout the day.,clear-day
MINNESOTA,1/19/94,-0.1,-28,-15,64.1,0,0,,,9.8,,10.1,321.4,1033.7,36.5,8.4,,,,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
MINNESOTA,1/20/94,3.7,-19.7,-8.2,66.6,0,0,,,9.8,,12.8,203,1039.3,43.3,10.3,,,,0.28,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
MINNESOTA,1/21/94,28.1,3.8,16.4,73.2,0,0,,,9.3,,12.8,246,1028.2,57.9,11.9,,,,0.31,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
MINNESOTA,1/22/94,26.9,6.2,17.5,83.9,0,0,,,8.2,,12.8,138.3,1023.8,68.5,9.1,,,,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,1/23/94,36.8,12.9,23.9,85.5,0,0,,,7.5,,10.3,286.9,1015.3,44.7,6.6,,,,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,1/24/94,25.1,11.2,18,71.5,0,0,,,5.3,,12.8,39.6,1023,19.7,14.2,,,,0.41,Clear,Clear conditions throughout the day.,clear-day
MINNESOTA,1/25/94,20.1,16.2,17.9,80.2,0.025,12.5,snow,,7.4,,21.9,67,1026.7,99.6,7.4,,,,0.44,"Snow, Overcast",Cloudy skies throughout the day with afternoon snow.,snow
MINNESOTA,1/26/94,17,11.2,14.5,72.3,0,0,,,7.7,,18.3,88.3,1029.9,100,10.3,,,,0.47,Overcast,Cloudy skies throughout the day.,cloudy
MINNESOTA,1/27/94,20,12,16,83.7,0.033,41.67,snow,,8.7,,16.1,44.4,1016.3,99.6,6.6,,,,0.5,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow
MINNESOTA,1/28/94,24.2,17,19.9,85.8,0.043,37.5,snow,,11.9,,17.2,326,1013.9,100,5.4,,,,0.54,"Snow, Overcast",Cloudy skies throughout the day with snow clearing later.,snow
MINNESOTA,1/29/94,18,0.1,11.8,76,0.014,12.5,snow,,11.5,,12.8,357.5,1024.2,54.8,10,,,,0.58,"Snow, Partially cloudy",Clearing in the afternoon with snow clearing later.,snow
MINNESOTA,1/30/94,8.9,-14.3,-4.4,75.6,0,0,,,11,,11.2,304.7,1034.8,18.6,12.9,,,,0.61,Clear,Clear conditions throughout the day.,clear-day
MINNESOTA,1/31/94,5.7,-21.1,-8.6,67.6,0,0,,,11,,9.2,258.2,1030.9,58.1,8.2,,,,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,2/1/94,13.8,-8.1,2.6,74.5,0,0,,,11,,11.6,185,1023.2,87.7,7.4,,,,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,2/2/94,11.9,-2.2,4.4,71.9,0.002,8.33,snow,,11,,22.3,291.7,1014.3,66.9,9.1,,,,0.72,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow
MINNESOTA,2/3/94,7,-6.9,-0.6,64.9,0,0,,,11,,17.2,256.6,1019.5,22.7,15.4,,,,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
MINNESOTA,2/4/94,9,-7,1.4,59.1,0,0,,,11,,17.1,249.2,1019.3,7.4,15.5,,,,0.79,Clear,Clear conditions throughout the day.,clear-day
MINNESOTA,2/5/94,14.9,6.9,10.4,59,0,0,,,10.1,,15.9,267.9,1013.2,83.4,13,,,,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,2/6/94,12.8,-10.2,3.2,63.7,0,0,,,9.8,,19.1,315,1020.7,54,14,,,,0.86,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
MINNESOTA,2/7/94,-7,-17.9,-12.5,50.8,0,0,,,9.5,,16.2,344.1,1035.2,91.5,12.2,,,,0.9,Overcast,Cloudy skies throughout the day.,cloudy
MINNESOTA,2/8/94,1.7,-10.1,-5.4,65.6,0.008,33.33,snow,,9.7,,11.3,34.3,1025.9,99.2,6.4,,,,0.93,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.,snow
MINNESOTA,2/9/94,7.7,-14.8,-5.2,66,0,0,,,11,,9,307.3,1029.3,22.1,11.4,,,,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,2/10/94,15.1,-10,5.8,77,0,0,,,11,,22.5,162.8,1024.1,96.7,9.3,,,,0,Overcast,Cloudy skies throughout the day.,cloudy
MINNESOTA,2/11/94,21,-1.3,12.1,84.7,0.035,16.67,snow,,10.3,,11.6,132.1,1025.3,65.7,7.2,,,,0.04,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow
MINNESOTA,2/12/94,28.7,11,21.6,84.5,0.037,20.83,snow,,12.4,,15.8,298.9,1021.6,72.3,6.9,,,,0.07,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow
MINNESOTA,2/13/94,25.1,-1.3,11.9,76.2,0,0,,,13,,9.9,188.7,1025.8,30.9,10.4,,,,0.1,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
MINNESOTA,2/14/94,36.6,11.1,22.9,80.7,0,0,,,11.9,,11.6,170.1,1013.7,15.5,9,,,,0.13,Clear,Clear conditions throughout the day.,clear-day
MINNESOTA,2/15/94,32.2,16.9,24,75.9,0,0,,,11,,24.6,290.4,1026,32,11.2,,,,0.17,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
MINNESOTA,2/16/94,42.8,16.1,27.5,81.6,0,0,,,10.2,,14.9,165.8,1022.1,94,8.4,,,,0.2,Overcast,Cloudy skies throughout the day.,cloudy
MINNESOTA,2/17/94,43.9,19,31.6,82.8,0,0,,,8.3,,10.3,125.1,1019.5,40.9,4.1,,,,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,2/18/94,45,32.1,40.4,79.3,0,0,,,6.6,,19.4,145.7,1006.6,88.7,6.5,,,,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,2/19/94,47.1,23.1,37,82.3,0,0,,,1.8,,16.9,227.6,1006.1,96.5,7.5,,,,0.3,Overcast,Cloudy skies throughout the day.,cloudy
MINNESOTA,2/20/94,26.8,12.9,19.9,67.6,0,0,,,0.4,,17.1,316.8,1023.5,36,12,,,,0.33,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
MINNESOTA,2/21/94,21.1,9.9,16.1,58.4,0,0,,,0.4,,18.9,345.6,1034.1,19.7,15.6,,,,0.36,Clear,Clear conditions throughout the day.,clear-day
MINNESOTA,2/22/94,21.1,9,15.5,54.7,0,0,,,0.4,,17.1,57.5,1032.1,85.5,15,,,,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,2/23/94,19.1,11.2,13.9,77.3,0.028,29.17,snow,,0.9,,16.1,17.6,1020,98.8,5.4,,,,0.43,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.,snow
MINNESOTA,2/24/94,24.8,5.4,15,68.2,0.894,4.17,snow,,1.2,,10.3,60.5,1016,58.3,12.9,,,,0.46,"Snow, Partially cloudy",Becoming cloudy in the afternoon with early morning snow.,snow
MINNESOTA,2/25/94,17.9,5.2,13.7,79.9,0.094,54.17,snow,,3.5,,17.4,27.4,1020.3,75.7,5.3,,,,0.5,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow
MINNESOTA,2/26/94,26,-3,8.9,71.4,0,0,,,5.1,,5.8,262.7,1035.9,23.2,11.7,,,,0.52,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
MINNESOTA,2/27/94,19.1,3,12.2,80.4,0,0,,,5.1,,13.3,153.3,1031.5,90.1,9.7,,,,0.56,Overcast,Cloudy skies throughout the day.,cloudy
MINNESOTA,2/28/94,33.2,14.3,22.3,84.1,0.013,8.33,snow,,5.1,,8.9,148.3,1027.6,69.3,7.4,,,,0.59,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,rain
MINNESOTA,3/1/94,31.1,11.9,21.7,85.9,0,0,,,4.2,,13.2,148.2,1026.8,42.1,4.4,,,,0.63,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
MINNESOTA,3/2/94,41.1,23.2,31.3,85.2,0,0,,,3.4,,10.3,184.9,1020.2,77.3,5.9,,,,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,3/3/94,50.1,24.3,37.2,86.6,0,0,,,1.4,,15.9,255.9,1010.7,46.4,5.9,,,,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,3/4/94,52.9,33.1,40.9,83.5,0,0,,,0.4,,15.6,297.8,1011.8,4.6,12.8,,,,0.75,Clear,Clear conditions throughout the day.,clear-day
MINNESOTA,3/5/94,48.8,31.1,38.8,93.5,0,0,,,,,8.1,233,1011.5,74.8,6.8,,,,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,3/6/94,43,29.2,35.5,80.3,0,0,,,,,17.1,292.9,1017.5,72.2,11.1,,,,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,3/7/94,30.8,21.9,27.8,56.7,0,0,,,,,32.1,283.8,1021.8,39,14,,,,0.84,Partially cloudy,Partly cloudy throughout the day.,wind
MINNESOTA,3/8/94,24,12,18.9,62,0,0,,,0.4,,29.1,297.1,1027,23.9,12.7,,,,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,3/9/94,30.8,11,21.5,69.1,0,0,,,,,13.4,282.2,1024.2,28.3,13,,,,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,3/10/94,31,21.2,25.9,68,0,0,,,,,17,318.9,1023.2,45.5,11.4,,,,0.95,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
MINNESOTA,3/11/94,39.8,18,30,73.5,0,0,,,,,17.2,157.3,1027.5,79.5,9.6,,,,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,3/12/94,44.9,26,36.1,76.8,0,0,,,,,14.6,301.5,1026.2,52.9,8,,,,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,3/13/94,48.8,27.9,37.6,78.3,0,0,,,,,17,308.9,1020.2,70.8,11.3,,,,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,3/14/94,53,34.3,43.4,69.3,0,0,,,,,20.6,277.1,1005.2,52.6,14.6,,,,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,3/15/94,39.9,24.4,34.5,64,0,0,,,,,26,320.4,1016.2,10.2,13,,,,0.11,Clear,Clear conditions throughout the day.,clear-day
MINNESOTA,3/16/94,38.1,19.1,29.3,52.7,0,0,,,,,10.3,97,1022.5,40.6,16.3,,,,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,3/17/94,43,27,34.4,61.7,0,0,,,,,20.6,139.7,1004.9,95.8,10.1,,,,0.18,Overcast,Cloudy skies throughout the day.,cloudy
MINNESOTA,3/18/94,42.2,27.9,34.5,80.8,0.002,8.33,"rain,snow",,0.4,,18.2,310,1006.5,92.1,8.6,,,,0.21,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,rain
MINNESOTA,3/19/94,47.8,27.1,37.3,83.5,0,0,,,,,13,128.1,1009.4,61.6,7.2,,,,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,3/20/94,49,34.3,40.5,87.6,0.011,25,"rain,snow",,,,19,26.8,1007.1,86.9,6.7,,,,0.25,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain
MINNESOTA,3/21/94,54.9,27,41.8,69,0.047,4.17,"rain,snow",,,,18.2,252.8,1008.7,32.9,11.5,,,,0.31,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain
MINNESOTA,3/22/94,63.8,31.2,47.7,54.3,0,0,,,,,17,307.2,1005.8,42.3,13.5,,,,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,3/23/94,41.2,27.9,33.8,78.3,0.002,8.33,"rain,snow",,,,18.6,28.5,1004.4,82.7,10.7,,,,0.38,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain
MINNESOTA,3/24/94,33.2,23.2,27.8,82.6,0.033,12.5,snow,,0.4,,19.3,311.9,1018,74.6,10.5,,,,0.41,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,rain
MINNESOTA,3/25/94,44,18.9,32.9,62.6,0,0,,,,,9.2,154.3,1023.1,56.5,12.7,,,,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,3/26/94,38.9,29.9,34.3,91.2,0.07,37.5,"rain,snow",,0.4,,15.6,189.3,1009.5,85.8,6.2,,,,0.48,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain
MINNESOTA,3/27/94,41.8,32.1,35.1,82.8,0.002,8.33,rain,,0.4,,15.7,312.2,1010.1,95.7,8.3,,,,0.5,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain
MINNESOTA,3/28/94,38.9,27,32.6,77,0,0,,,,,16.8,312.3,1017,82.7,12.2,,,,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,3/29/94,36,23.2,30.1,74,0,0,,,0.4,,21.3,333.1,1026.1,76.9,10.2,,,,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,3/30/94,42,20.1,31.7,67,0,0,,,,,13.7,231.8,1028.8,5.1,12.4,,,,0.61,Clear,Clear conditions throughout the day.,clear-day
MINNESOTA,3/31/94,57.8,27,42.1,60.7,0,0,,,,,11.3,278.2,1017.8,25.7,13.4,,,,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,4/1/94,61.2,29.2,46.3,65.8,0,0,,,,,11.6,228.8,1013.8,33,11.1,,,,0.68,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
MINNESOTA,4/2/94,50.9,26.3,35.6,69.5,0,0,,,,,22.5,307.7,1016.8,81.3,13.4,,,,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,4/3/94,48.8,21,35.5,62.3,0,0,,,,,19.1,249.2,1018.5,36.2,13.5,,,,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
MINNESOTA,4/4/94,39.1,30.8,35.3,76.8,0.005,20.83,"rain,snow",,0.4,,17,14.7,1011.8,91.7,9.7,,,,0.78,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,rain
MINNESOTA,4/5/94,36,18,27.7,46,0,0,,,0.4,,18.3,354.7,1021.1,62.4,15.3,,,,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
